Period\Unit:,[US dollar ]
30/11/2021,1.1363
29/11/2021,1.1276
26/11/2021,1.1291
25/11/2021,1.1223
24/11/2021,1.1206
23/11/2021,1.1259
22/11/2021,1.1278
19/11/2021,1.1271
18/11/2021,1.1345
17/11/2021,1.1316
16/11/2021,1.1368
15/11/2021,1.1444
12/11/2021,1.1448
11/11/2021,1.146
10/11/2021,1.1558
9/11/2021,1.1577
8/11/2021,1.1579
5/11/2021,1.1519
4/11/2021,1.1569
3/11/2021,1.1578
2/11/2021,1.1603
1/11/2021,1.1578
29/10/2021,1.1645
28/10/2021,1.1593
27/10/2021,1.1617
26/10/2021,1.1618
25/10/2021,1.1603
22/10/2021,1.163
21/10/2021,1.1637
20/10/2021,1.1623
19/10/2021,1.1655
18/10/2021,1.1604
15/10/2021,1.1602
14/10/2021,1.1602
13/10/2021,1.1562
12/10/2021,1.1555
11/10/2021,1.1574
8/10/2021,1.1569
7/10/2021,1.1562
6/10/2021,1.1542
5/10/2021,1.1602
4/10/2021,1.1636
1/10/2021,1.16
30/9/2021,1.1579
29/9/2021,1.1654
28/9/2021,1.1678
27/9/2021,1.1698
24/9/2021,1.1719
23/9/2021,1.1715
22/9/2021,1.1729
21/9/2021,1.1738
20/9/2021,1.1711
17/9/2021,1.178
16/9/2021,1.1763
15/9/2021,1.1824
14/9/2021,1.1814
13/9/2021,1.178
10/9/2021,1.1841
9/9/2021,1.1838
8/9/2021,1.1827
7/9/2021,1.186
6/9/2021,1.1864
3/9/2021,1.1872
2/9/2021,1.1846
1/9/2021,1.1817
31/8/2021,1.1834
30/8/2021,1.1801
27/8/2021,1.1761
26/8/2021,1.1767
25/8/2021,1.1736
24/8/2021,1.174
23/8/2021,1.1718
20/8/2021,1.1671
19/8/2021,1.1696
18/8/2021,1.1723
17/8/2021,1.1767
16/8/2021,1.1772
13/8/2021,1.1765
12/8/2021,1.1739
11/8/2021,1.1718
10/8/2021,1.1722
9/8/2021,1.1761
6/8/2021,1.1807
5/8/2021,1.185
4/8/2021,1.1861
3/8/2021,1.1885
2/8/2021,1.1886
30/7/2021,1.1891
29/7/2021,1.1873
28/7/2021,1.1807
27/7/2021,1.181
26/7/2021,1.1787
23/7/2021,1.1767
22/7/2021,1.1775
21/7/2021,1.1772
20/7/2021,1.1775
19/7/2021,1.1766
16/7/2021,1.1802
15/7/2021,1.1809
14/7/2021,1.1812
13/7/2021,1.1844
12/7/2021,1.1852
9/7/2021,1.1858
8/7/2021,1.1838
7/7/2021,1.1831
6/7/2021,1.1838
5/7/2021,1.1866
2/7/2021,1.1823
1/7/2021,1.1884
30/6/2021,1.1884
29/6/2021,1.1888
28/6/2021,1.191
25/6/2021,1.195
24/6/2021,1.1936
23/6/2021,1.1951
22/6/2021,1.1894
21/6/2021,1.1891
18/6/2021,1.1898
17/6/2021,1.1937
16/6/2021,1.2124
15/6/2021,1.2108
14/6/2021,1.2112
11/6/2021,1.2125
10/6/2021,1.2174
9/6/2021,1.2195
8/6/2021,1.2182
7/6/2021,1.2162
4/6/2021,1.2117
3/6/2021,1.2187
2/6/2021,1.2186
1/6/2021,1.2225
31/5/2021,1.2201
28/5/2021,1.2142
27/5/2021,1.2198
26/5/2021,1.2229
25/5/2021,1.2264
24/5/2021,1.2212
21/5/2021,1.2188
20/5/2021,1.2203
19/5/2021,1.2212
18/5/2021,1.2222
17/5/2021,1.2143
14/5/2021,1.2123
13/5/2021,1.2081
12/5/2021,1.2118
11/5/2021,1.217
10/5/2021,1.2169
7/5/2021,1.2059
6/5/2021,1.206
5/5/2021,1.2005
4/5/2021,1.2021
3/5/2021,1.2044
30/4/2021,1.2082
29/4/2021,1.2129
28/4/2021,1.207
27/4/2021,1.2088
26/4/2021,1.2085
23/4/2021,1.2066
22/4/2021,1.2046
21/4/2021,1.2007
20/4/2021,1.2051
19/4/2021,1.2035
16/4/2021,1.1986
15/4/2021,1.197
14/4/2021,1.1964
13/4/2021,1.1896
12/4/2021,1.1904
9/4/2021,1.1888
8/4/2021,1.1873
7/4/2021,1.1884
6/4/2021,1.1812
1/4/2021,1.1746
31/3/2021,1.1725
30/3/2021,1.1741
29/3/2021,1.1784
26/3/2021,1.1782
25/3/2021,1.1802
24/3/2021,1.1825
23/3/2021,1.1883
22/3/2021,1.1926
19/3/2021,1.1891
18/3/2021,1.1912
17/3/2021,1.1907
16/3/2021,1.1926
15/3/2021,1.192
12/3/2021,1.1933
11/3/2021,1.1969
10/3/2021,1.1892
9/3/2021,1.1894
8/3/2021,1.1866
5/3/2021,1.1938
4/3/2021,1.2034
3/3/2021,1.2048
2/3/2021,1.2028
1/3/2021,1.2053
26/2/2021,1.2121
25/2/2021,1.2225
24/2/2021,1.2146
23/2/2021,1.2143
22/2/2021,1.2133
19/2/2021,1.2139
18/2/2021,1.2084
17/2/2021,1.206
16/2/2021,1.2143
15/2/2021,1.2129
12/2/2021,1.2108
11/2/2021,1.2147
10/2/2021,1.2127
9/2/2021,1.2104
8/2/2021,1.2025
5/2/2021,1.1983
4/2/2021,1.1996
3/2/2021,1.2017
2/2/2021,1.2044
1/2/2021,1.2084
29/1/2021,1.2136
28/1/2021,1.2091
27/1/2021,1.2114
26/1/2021,1.2143
25/1/2021,1.2152
22/1/2021,1.2158
21/1/2021,1.2158
20/1/2021,1.2101
19/1/2021,1.2132
18/1/2021,1.2064
15/1/2021,1.2123
14/1/2021,1.2124
13/1/2021,1.2166
12/1/2021,1.2161
11/1/2021,1.2163
8/1/2021,1.225
7/1/2021,1.2276
6/1/2021,1.2338
5/1/2021,1.2271
4/1/2021,1.2296
31/12/2020,1.2271
30/12/2020,1.2281
29/12/2020,1.2259
28/12/2020,1.2219
24/12/2020,1.2193
23/12/2020,1.2166
22/12/2020,1.2239
21/12/2020,1.2173
18/12/2020,1.2259
17/12/2020,1.2246
16/12/2020,1.2189
15/12/2020,1.214
14/12/2020,1.2162
11/12/2020,1.2127
10/12/2020,1.2115
9/12/2020,1.2109
8/12/2020,1.2114
7/12/2020,1.2128
4/12/2020,1.2159
3/12/2020,1.2151
2/12/2020,1.2066
1/12/2020,1.1968
30/11/2020,1.198
27/11/2020,1.1922
26/11/2020,1.19
25/11/2020,1.189
24/11/2020,1.1865
23/11/2020,1.1901
20/11/2020,1.1863
19/11/2020,1.1832
18/11/2020,1.1868
17/11/2020,1.1882
16/11/2020,1.183
13/11/2020,1.1815
12/11/2020,1.1791
11/11/2020,1.1766
10/11/2020,1.1808
9/11/2020,1.1883
6/11/2020,1.187
5/11/2020,1.1855
4/11/2020,1.1721
3/11/2020,1.1702
2/11/2020,1.1652
30/10/2020,1.1698
29/10/2020,1.1704
28/10/2020,1.1727
27/10/2020,1.1832
26/10/2020,1.1819
23/10/2020,1.1856
22/10/2020,1.1821
21/10/2020,1.1852
20/10/2020,1.181
19/10/2020,1.1785
16/10/2020,1.1741
15/10/2020,1.1698
14/10/2020,1.175
13/10/2020,1.1787
12/10/2020,1.1799
9/10/2020,1.1795
8/10/2020,1.1765
7/10/2020,1.177
6/10/2020,1.1795
5/10/2020,1.1768
2/10/2020,1.173
1/10/2020,1.1752
30/9/2020,1.1708
29/9/2020,1.1702
28/9/2020,1.167
25/9/2020,1.1634
24/9/2020,1.1645
23/9/2020,1.1692
22/9/2020,1.174
21/9/2020,1.1787
18/9/2020,1.1833
17/9/2020,1.1797
16/9/2020,1.1869
15/9/2020,1.1892
14/9/2020,1.1876
11/9/2020,1.1854
10/9/2020,1.1849
9/9/2020,1.1773
8/9/2020,1.1785
7/9/2020,1.1824
4/9/2020,1.1842
3/9/2020,1.1813
2/9/2020,1.1861
1/9/2020,1.1987
31/8/2020,1.194
28/8/2020,1.1915
27/8/2020,1.1806
26/8/2020,1.1789
25/8/2020,1.1814
24/8/2020,1.1847
21/8/2020,1.1769
20/8/2020,1.185
19/8/2020,1.1933
18/8/2020,1.1906
17/8/2020,1.1853
14/8/2020,1.1813
13/8/2020,1.1833
12/8/2020,1.1771
11/8/2020,1.1783
10/8/2020,1.1763
7/8/2020,1.1817
6/8/2020,1.1843
5/8/2020,1.1854
4/8/2020,1.1765
3/8/2020,1.1726
31/7/2020,1.1848
30/7/2020,1.1743
29/7/2020,1.1725
28/7/2020,1.1717
27/7/2020,1.176
24/7/2020,1.1608
23/7/2020,1.1569
22/7/2020,1.1578
21/7/2020,1.1443
20/7/2020,1.1448
17/7/2020,1.1428
16/7/2020,1.1414
15/7/2020,1.1444
14/7/2020,1.1375
13/7/2020,1.1329
10/7/2020,1.1276
9/7/2020,1.1342
8/7/2020,1.1286
7/7/2020,1.129
6/7/2020,1.1325
3/7/2020,1.1224
2/7/2020,1.1286
1/7/2020,1.12
30/6/2020,1.1198
29/6/2020,1.1284
26/6/2020,1.1213
25/6/2020,1.12
24/6/2020,1.128
23/6/2020,1.1318
22/6/2020,1.1213
19/6/2020,1.121
18/6/2020,1.1222
17/6/2020,1.1232
16/6/2020,1.1308
15/6/2020,1.1253
12/6/2020,1.1304
11/6/2020,1.1348
10/6/2020,1.1375
9/6/2020,1.1294
8/6/2020,1.1285
5/6/2020,1.133
4/6/2020,1.125
3/6/2020,1.1194
2/6/2020,1.1174
1/6/2020,1.1116
29/5/2020,1.1136
28/5/2020,1.1016
27/5/2020,1.0991
26/5/2020,1.0975
25/5/2020,1.091
22/5/2020,1.0904
21/5/2020,1.1
20/5/2020,1.0958
19/5/2020,1.095
18/5/2020,1.0832
15/5/2020,1.0798
14/5/2020,1.0792
13/5/2020,1.0875
12/5/2020,1.0858
11/5/2020,1.0824
8/5/2020,1.0843
7/5/2020,1.0783
6/5/2020,1.0807
5/5/2020,1.0843
4/5/2020,1.0942
30/4/2020,1.0876
29/4/2020,1.0842
28/4/2020,1.0877
27/4/2020,1.0852
24/4/2020,1.08
23/4/2020,1.0772
22/4/2020,1.0867
21/4/2020,1.0837
20/4/2020,1.086
17/4/2020,1.086
16/4/2020,1.0888
15/4/2020,1.0903
14/4/2020,1.0963
9/4/2020,1.0867
8/4/2020,1.0871
7/4/2020,1.0885
6/4/2020,1.0791
3/4/2020,1.0785
2/4/2020,1.0906
1/4/2020,1.0936
31/3/2020,1.0956
30/3/2020,1.1034
27/3/2020,1.0977
26/3/2020,1.0981
25/3/2020,1.0827
24/3/2020,1.0843
23/3/2020,1.0783
20/3/2020,1.0707
19/3/2020,1.0801
18/3/2020,1.0934
17/3/2020,1.0982
16/3/2020,1.1157
13/3/2020,1.1104
12/3/2020,1.124
11/3/2020,1.1336
10/3/2020,1.139
9/3/2020,1.1456
6/3/2020,1.1336
5/3/2020,1.1187
4/3/2020,1.1125
3/3/2020,1.1117
2/3/2020,1.1122
28/2/2020,1.0977
27/2/2020,1.0964
26/2/2020,1.0875
25/2/2020,1.084
24/2/2020,1.0818
21/2/2020,1.0801
20/2/2020,1.079
19/2/2020,1.08
18/2/2020,1.0816
17/2/2020,1.0835
14/2/2020,1.0842
13/2/2020,1.0867
12/2/2020,1.0914
11/2/2020,1.0901
10/2/2020,1.0951
7/2/2020,1.0969
6/2/2020,1.1003
5/2/2020,1.1023
4/2/2020,1.1048
3/2/2020,1.1066
31/1/2020,1.1052
30/1/2020,1.1029
29/1/2020,1.1001
28/1/2020,1.1005
27/1/2020,1.1025
24/1/2020,1.1035
23/1/2020,1.1091
22/1/2020,1.1088
21/1/2020,1.1115
20/1/2020,1.1085
17/1/2020,1.1108
16/1/2020,1.1169
15/1/2020,1.1142
14/1/2020,1.1115
13/1/2020,1.1126
10/1/2020,1.1091
9/1/2020,1.111
8/1/2020,1.1115
7/1/2020,1.1172
6/1/2020,1.1194
3/1/2020,1.1147
2/1/2020,1.1193
31/12/2019,1.1234
30/12/2019,1.1189
27/12/2019,1.1153
24/12/2019,1.108
23/12/2019,1.1075
20/12/2019,1.1097
19/12/2019,1.1117
18/12/2019,1.1115
17/12/2019,1.1162
16/12/2019,1.1146
13/12/2019,1.1174
12/12/2019,1.1137
11/12/2019,1.1075
10/12/2019,1.1077
9/12/2019,1.1075
6/12/2019,1.1094
5/12/2019,1.1094
4/12/2019,1.1081
3/12/2019,1.1071
2/12/2019,1.1023
29/11/2019,1.0982
28/11/2019,1.1005
27/11/2019,1.1009
26/11/2019,1.102
25/11/2019,1.1008
22/11/2019,1.1058
21/11/2019,1.1091
20/11/2019,1.1059
19/11/2019,1.1077
18/11/2019,1.1061
15/11/2019,1.1034
14/11/2019,1.0997
13/11/2019,1.1006
12/11/2019,1.1015
11/11/2019,1.1041
8/11/2019,1.1034
7/11/2019,1.1077
6/11/2019,1.109
5/11/2019,1.1109
4/11/2019,1.1158
1/11/2019,1.1139
31/10/2019,1.1154
30/10/2019,1.1106
29/10/2019,1.1095
28/10/2019,1.1087
25/10/2019,1.1107
24/10/2019,1.1128
23/10/2019,1.1123
22/10/2019,1.113
21/10/2019,1.1173
18/10/2019,1.1144
17/10/2019,1.1113
16/10/2019,1.1025
15/10/2019,1.1007
14/10/2019,1.1031
11/10/2019,1.1043
10/10/2019,1.103
9/10/2019,1.0981
8/10/2019,1.0986
7/10/2019,1.0993
4/10/2019,1.0979
3/10/2019,1.0951
2/10/2019,1.0925
1/10/2019,1.0898
30/9/2019,1.0889
27/9/2019,1.0935
26/9/2019,1.0938
25/9/2019,1.0982
24/9/2019,1.1003
23/9/2019,1.0985
20/9/2019,1.103
19/9/2019,1.1067
18/9/2019,1.1053
17/9/2019,1.1026
16/9/2019,1.1031
13/9/2019,1.1096
12/9/2019,1.0963
11/9/2019,1.1003
10/9/2019,1.104
9/9/2019,1.1033
6/9/2019,1.1027
5/9/2019,1.1058
4/9/2019,1.1018
3/9/2019,1.0937
2/9/2019,1.0968
30/8/2019,1.1036
29/8/2019,1.1072
28/8/2019,1.1083
27/8/2019,1.1104
26/8/2019,1.1116
23/8/2019,1.1065
22/8/2019,1.1083
21/8/2019,1.1104
20/8/2019,1.1076
19/8/2019,1.1103
16/8/2019,1.1076
15/8/2019,1.115
14/8/2019,1.1188
13/8/2019,1.1222
12/8/2019,1.1194
9/8/2019,1.1198
8/8/2019,1.1193
7/8/2019,1.1202
6/8/2019,1.1187
5/8/2019,1.1182
2/8/2019,1.1106
1/8/2019,1.1037
31/7/2019,1.1151
30/7/2019,1.1154
29/7/2019,1.1119
26/7/2019,1.1138
25/7/2019,1.1115
24/7/2019,1.114
23/7/2019,1.1173
22/7/2019,1.1215
19/7/2019,1.1226
18/7/2019,1.1216
17/7/2019,1.1215
16/7/2019,1.1223
15/7/2019,1.1269
12/7/2019,1.1253
11/7/2019,1.1285
10/7/2019,1.122
9/7/2019,1.1205
8/7/2019,1.1215
5/7/2019,1.126
4/7/2019,1.1288
3/7/2019,1.1293
2/7/2019,1.1301
1/7/2019,1.1349
28/6/2019,1.138
27/6/2019,1.137
26/6/2019,1.1362
25/6/2019,1.1388
24/6/2019,1.1394
21/6/2019,1.1316
20/6/2019,1.1307
19/6/2019,1.1207
18/6/2019,1.1187
17/6/2019,1.1234
14/6/2019,1.1265
13/6/2019,1.1289
12/6/2019,1.1323
11/6/2019,1.132
10/6/2019,1.1301
7/6/2019,1.1273
6/6/2019,1.1266
5/6/2019,1.1257
4/6/2019,1.1244
3/6/2019,1.1185
31/5/2019,1.1151
30/5/2019,1.1134
29/5/2019,1.1156
28/5/2019,1.1192
27/5/2019,1.1198
24/5/2019,1.1187
23/5/2019,1.1139
22/5/2019,1.1171
21/5/2019,1.1161
20/5/2019,1.1167
17/5/2019,1.1172
16/5/2019,1.1203
15/5/2019,1.1183
14/5/2019,1.1226
13/5/2019,1.1245
10/5/2019,1.123
9/5/2019,1.1193
8/5/2019,1.1202
7/5/2019,1.1185
6/5/2019,1.1199
3/5/2019,1.1155
2/5/2019,1.1212
30/4/2019,1.1218
29/4/2019,1.115
26/4/2019,1.1133
25/4/2019,1.1123
24/4/2019,1.1209
23/4/2019,1.1245
18/4/2019,1.125
17/4/2019,1.1301
16/4/2019,1.1305
15/4/2019,1.1313
12/4/2019,1.1321
11/4/2019,1.1264
10/4/2019,1.1279
9/4/2019,1.1277
8/4/2019,1.1246
5/4/2019,1.1233
4/4/2019,1.1219
3/4/2019,1.1243
2/4/2019,1.12
1/4/2019,1.1236
29/3/2019,1.1235
28/3/2019,1.1218
27/3/2019,1.1261
26/3/2019,1.1291
25/3/2019,1.1325
22/3/2019,1.1302
21/3/2019,1.1387
20/3/2019,1.1354
19/3/2019,1.1358
18/3/2019,1.1349
15/3/2019,1.1308
14/3/2019,1.1295
13/3/2019,1.1303
12/3/2019,1.1275
11/3/2019,1.1244
8/3/2019,1.1222
7/3/2019,1.1271
6/3/2019,1.1305
5/3/2019,1.1329
4/3/2019,1.1337
1/3/2019,1.1383
28/2/2019,1.1416
27/2/2019,1.1386
26/2/2019,1.1361
25/2/2019,1.1355
22/2/2019,1.1325
21/2/2019,1.1354
20/2/2019,1.1342
19/2/2019,1.1294
18/2/2019,1.1328
15/2/2019,1.126
14/2/2019,1.1268
13/2/2019,1.1305
12/2/2019,1.1296
11/2/2019,1.1309
8/2/2019,1.1346
7/2/2019,1.1345
6/2/2019,1.1394
5/2/2019,1.1423
4/2/2019,1.1445
1/2/2019,1.1471
31/1/2019,1.1488
30/1/2019,1.1429
29/1/2019,1.1422
28/1/2019,1.1418
25/1/2019,1.1346
24/1/2019,1.1341
23/1/2019,1.1367
22/1/2019,1.1354
21/1/2019,1.1362
18/1/2019,1.1402
17/1/2019,1.1396
16/1/2019,1.1389
15/1/2019,1.1424
14/1/2019,1.1467
11/1/2019,1.1533
10/1/2019,1.1535
9/1/2019,1.1455
8/1/2019,1.144
7/1/2019,1.1445
4/1/2019,1.1403
3/1/2019,1.1348
2/1/2019,1.1397
31/12/2018,1.145
28/12/2018,1.1454
27/12/2018,1.1377
24/12/2018,1.1408
21/12/2018,1.1414
20/12/2018,1.1451
19/12/2018,1.1405
18/12/2018,1.1377
17/12/2018,1.1341
14/12/2018,1.1285
13/12/2018,1.1371
12/12/2018,1.1346
11/12/2018,1.1379
10/12/2018,1.1425
7/12/2018,1.1371
6/12/2018,1.1351
5/12/2018,1.1354
4/12/2018,1.1409
3/12/2018,1.1332
30/11/2018,1.1359
29/11/2018,1.1387
28/11/2018,1.1284
27/11/2018,1.1328
26/11/2018,1.1363
23/11/2018,1.1352
22/11/2018,1.1403
21/11/2018,1.1409
20/11/2018,1.1421
19/11/2018,1.1427
16/11/2018,1.1346
15/11/2018,1.1305
14/11/2018,1.1296
13/11/2018,1.1261
12/11/2018,1.1265
9/11/2018,1.1346
8/11/2018,1.1424
7/11/2018,1.1487
6/11/2018,1.1428
5/11/2018,1.137
2/11/2018,1.1417
1/11/2018,1.1393
31/10/2018,1.1318
30/10/2018,1.1372
29/10/2018,1.1381
26/10/2018,1.1345
25/10/2018,1.1416
24/10/2018,1.1389
23/10/2018,1.1478
22/10/2018,1.1494
19/10/2018,1.147
18/10/2018,1.1505
17/10/2018,1.153
16/10/2018,1.1587
15/10/2018,1.1581
12/10/2018,1.1574
11/10/2018,1.1575
10/10/2018,1.15
9/10/2018,1.1435
8/10/2018,1.1478
5/10/2018,1.1506
4/10/2018,1.1502
3/10/2018,1.1548
2/10/2018,1.1543
1/10/2018,1.1606
28/9/2018,1.1576
27/9/2018,1.1707
26/9/2018,1.1737
25/9/2018,1.1777
24/9/2018,1.1773
21/9/2018,1.1759
20/9/2018,1.1769
19/9/2018,1.1667
18/9/2018,1.1697
17/9/2018,1.1671
14/9/2018,1.1689
13/9/2018,1.162
12/9/2018,1.1585
11/9/2018,1.1574
10/9/2018,1.1571
7/9/2018,1.1615
6/9/2018,1.1634
5/9/2018,1.1582
4/9/2018,1.1562
3/9/2018,1.1609
31/8/2018,1.1651
30/8/2018,1.1692
29/8/2018,1.166
28/8/2018,1.171
27/8/2018,1.1633
24/8/2018,1.1588
23/8/2018,1.1579
22/8/2018,1.1616
21/8/2018,1.1502
20/8/2018,1.142
17/8/2018,1.1391
16/8/2018,1.137
15/8/2018,1.1321
14/8/2018,1.1406
13/8/2018,1.1403
10/8/2018,1.1456
9/8/2018,1.1593
8/8/2018,1.1589
7/8/2018,1.1602
6/8/2018,1.1543
3/8/2018,1.1588
2/8/2018,1.1617
1/8/2018,1.1696
31/7/2018,1.1736
30/7/2018,1.1684
27/7/2018,1.1625
26/7/2018,1.1716
25/7/2018,1.169
24/7/2018,1.1706
23/7/2018,1.1716
20/7/2018,1.167
19/7/2018,1.1588
18/7/2018,1.1611
17/7/2018,1.1707
16/7/2018,1.172
13/7/2018,1.1643
12/7/2018,1.1658
11/7/2018,1.1735
10/7/2018,1.1713
9/7/2018,1.1789
6/7/2018,1.1724
5/7/2018,1.1709
4/7/2018,1.1642
3/7/2018,1.1665
2/7/2018,1.1639
29/6/2018,1.1658
28/6/2018,1.1583
27/6/2018,1.1616
26/6/2018,1.1672
25/6/2018,1.17
22/6/2018,1.1648
21/6/2018,1.1538
20/6/2018,1.1578
19/6/2018,1.1534
18/6/2018,1.1613
15/6/2018,1.1596
14/6/2018,1.173
13/6/2018,1.1764
12/6/2018,1.1788
11/6/2018,1.179
8/6/2018,1.1754
7/6/2018,1.1836
6/6/2018,1.1765
5/6/2018,1.1675
4/6/2018,1.1737
1/6/2018,1.1669
31/5/2018,1.1699
30/5/2018,1.1632
29/5/2018,1.1558
28/5/2018,1.1644
25/5/2018,1.1675
24/5/2018,1.1728
23/5/2018,1.1708
22/5/2018,1.1794
21/5/2018,1.1759
18/5/2018,1.1781
17/5/2018,1.1805
16/5/2018,1.1784
15/5/2018,1.1883
14/5/2018,1.1988
11/5/2018,1.1934
10/5/2018,1.1878
9/5/2018,1.1879
8/5/2018,1.187
7/5/2018,1.1902
4/5/2018,1.1969
3/5/2018,1.1992
2/5/2018,1.2007
30/4/2018,1.2079
27/4/2018,1.207
26/4/2018,1.2168
25/4/2018,1.2185
24/4/2018,1.2213
23/4/2018,1.2238
20/4/2018,1.2309
19/4/2018,1.2382
18/4/2018,1.2388
17/4/2018,1.2357
16/4/2018,1.237
13/4/2018,1.2317
12/4/2018,1.2323
11/4/2018,1.2384
10/4/2018,1.2361
9/4/2018,1.2304
6/4/2018,1.2234
5/4/2018,1.226
4/4/2018,1.2276
3/4/2018,1.2308
29/3/2018,1.2321
28/3/2018,1.2398
27/3/2018,1.2376
26/3/2018,1.2411
23/3/2018,1.2346
22/3/2018,1.2316
21/3/2018,1.2286
20/3/2018,1.2276
19/3/2018,1.2309
16/3/2018,1.2301
15/3/2018,1.2341
14/3/2018,1.2369
13/3/2018,1.2378
12/3/2018,1.2302
9/3/2018,1.2291
8/3/2018,1.2421
7/3/2018,1.2417
6/3/2018,1.2411
5/3/2018,1.2307
2/3/2018,1.2312
1/3/2018,1.2171
28/2/2018,1.2214
27/2/2018,1.2301
26/2/2018,1.232
23/2/2018,1.2299
22/2/2018,1.2276
21/2/2018,1.2312
20/2/2018,1.234
19/2/2018,1.241
16/2/2018,1.2464
15/2/2018,1.2493
14/2/2018,1.2348
13/2/2018,1.2333
12/2/2018,1.2263
9/2/2018,1.2273
8/2/2018,1.2252
7/2/2018,1.2338
6/2/2018,1.2329
5/2/2018,1.244
2/2/2018,1.2492
1/2/2018,1.2459
31/1/2018,1.2457
30/1/2018,1.2421
29/1/2018,1.2379
26/1/2018,1.2436
25/1/2018,1.2407
24/1/2018,1.2352
23/1/2018,1.2249
22/1/2018,1.2239
19/1/2018,1.2255
18/1/2018,1.2235
17/1/2018,1.2203
16/1/2018,1.223
15/1/2018,1.2277
12/1/2018,1.2137
11/1/2018,1.2017
10/1/2018,1.1992
9/1/2018,1.1932
8/1/2018,1.1973
5/1/2018,1.2045
4/1/2018,1.2065
3/1/2018,1.2023
2/1/2018,1.2065
29/12/2017,1.1993
28/12/2017,1.1934
27/12/2017,1.1895
22/12/2017,1.1853
21/12/2017,1.1859
20/12/2017,1.1845
19/12/2017,1.1823
18/12/2017,1.1795
15/12/2017,1.1806
14/12/2017,1.1845
13/12/2017,1.1736
12/12/2017,1.1766
11/12/2017,1.1796
8/12/2017,1.1742
7/12/2017,1.1786
6/12/2017,1.1817
5/12/2017,1.1847
4/12/2017,1.1865
1/12/2017,1.1885
30/11/2017,1.1849
29/11/2017,1.1827
28/11/2017,1.1888
27/11/2017,1.1952
24/11/2017,1.1877
23/11/2017,1.1848
22/11/2017,1.1749
21/11/2017,1.1718
20/11/2017,1.1781
17/11/2017,1.1795
16/11/2017,1.1771
15/11/2017,1.184
14/11/2017,1.1745
13/11/2017,1.1656
10/11/2017,1.1654
9/11/2017,1.163
8/11/2017,1.159
7/11/2017,1.1562
6/11/2017,1.159
3/11/2017,1.1657
2/11/2017,1.1645
1/11/2017,1.1612
31/10/2017,1.1638
30/10/2017,1.1612
27/10/2017,1.1605
26/10/2017,1.1753
25/10/2017,1.1785
24/10/2017,1.1761
23/10/2017,1.174
20/10/2017,1.1818
19/10/2017,1.1834
18/10/2017,1.1749
17/10/2017,1.1759
16/10/2017,1.1803
13/10/2017,1.181
12/10/2017,1.1856
11/10/2017,1.183
10/10/2017,1.1797
9/10/2017,1.1746
6/10/2017,1.1707
5/10/2017,1.1742
4/10/2017,1.1787
3/10/2017,1.1753
2/10/2017,1.1744
29/9/2017,1.1806
28/9/2017,1.1778
27/9/2017,1.1741
26/9/2017,1.1787
25/9/2017,1.1867
22/9/2017,1.1961
21/9/2017,1.1905
20/9/2017,1.2007
19/9/2017,1.1972
18/9/2017,1.1948
15/9/2017,1.1963
14/9/2017,1.1885
13/9/2017,1.1979
12/9/2017,1.1933
11/9/2017,1.1997
8/9/2017,1.206
7/9/2017,1.1971
6/9/2017,1.1931
5/9/2017,1.189
4/9/2017,1.1905
1/9/2017,1.192
31/8/2017,1.1825
30/8/2017,1.1916
29/8/2017,1.2048
28/8/2017,1.1925
25/8/2017,1.1808
24/8/2017,1.1806
23/8/2017,1.1799
22/8/2017,1.1771
21/8/2017,1.1761
18/8/2017,1.174
17/8/2017,1.1697
16/8/2017,1.171
15/8/2017,1.1744
14/8/2017,1.1797
11/8/2017,1.1765
10/8/2017,1.1732
9/8/2017,1.1731
8/8/2017,1.1814
7/8/2017,1.1797
4/8/2017,1.1868
3/8/2017,1.186
2/8/2017,1.1829
1/8/2017,1.1812
31/7/2017,1.1727
28/7/2017,1.1729
27/7/2017,1.1694
26/7/2017,1.1644
25/7/2017,1.1694
24/7/2017,1.1648
21/7/2017,1.1642
20/7/2017,1.1485
19/7/2017,1.1533
18/7/2017,1.1555
17/7/2017,1.1462
14/7/2017,1.1415
13/7/2017,1.1417
12/7/2017,1.1449
11/7/2017,1.1405
10/7/2017,1.1387
7/7/2017,1.1412
6/7/2017,1.1385
5/7/2017,1.1329
4/7/2017,1.1353
3/7/2017,1.1369
30/6/2017,1.1412
29/6/2017,1.1413
28/6/2017,1.1375
27/6/2017,1.1278
26/6/2017,1.1187
23/6/2017,1.1173
22/6/2017,1.1169
21/6/2017,1.1147
20/6/2017,1.1156
19/6/2017,1.1199
16/6/2017,1.1167
15/6/2017,1.1166
14/6/2017,1.1203
13/6/2017,1.1217
12/6/2017,1.1221
9/6/2017,1.1176
8/6/2017,1.1229
7/6/2017,1.1217
6/6/2017,1.1258
5/6/2017,1.1249
2/6/2017,1.1217
1/6/2017,1.1219
31/5/2017,1.1221
30/5/2017,1.1173
29/5/2017,1.1188
26/5/2017,1.1196
25/5/2017,1.1214
24/5/2017,1.1193
23/5/2017,1.1215
22/5/2017,1.1243
19/5/2017,1.1179
18/5/2017,1.1129
17/5/2017,1.1117
16/5/2017,1.1059
15/5/2017,1.0972
12/5/2017,1.0876
11/5/2017,1.086
10/5/2017,1.0882
9/5/2017,1.0888
8/5/2017,1.0938
5/5/2017,1.0961
4/5/2017,1.0927
3/5/2017,1.0919
2/5/2017,1.0915
