Period\Unit:,[US dollar ]
12/2/2007,1.2956
9/2/2007,1.3007
8/2/2007,1.2991
7/2/2007,1.2987
6/2/2007,1.2955
5/2/2007,1.2925
2/2/2007,1.302
1/2/2007,1.302
31/1/2007,1.2954
30/1/2007,1.2972
29/1/2007,1.2921
26/1/2007,1.2901
25/1/2007,1.2978
24/1/2007,1.3005
23/1/2007,1.304
22/1/2007,1.2936
19/1/2007,1.2958
18/1/2007,1.2922
17/1/2007,1.2909
16/1/2007,1.2953
15/1/2007,1.2941
12/1/2007,1.2893
11/1/2007,1.2984
10/1/2007,1.2988
9/1/2007,1.3018
8/1/2007,1.3006
5/1/2007,1.3084
4/1/2007,1.3106
3/1/2007,1.3231
2/1/2007,1.327
1/1/2007,-
29/12/2006,1.317
28/12/2006,1.3173
27/12/2006,1.3159
26/12/2006,-
25/12/2006,-
22/12/2006,1.3192
21/12/2006,1.3178
20/12/2006,1.3203
19/12/2006,1.3158
18/12/2006,1.3095
15/12/2006,1.3106
14/12/2006,1.3192
13/12/2006,1.3265
12/12/2006,1.3244
11/12/2006,1.3177
8/12/2006,1.3276
7/12/2006,1.3297
6/12/2006,1.3274
5/12/2006,1.3331
4/12/2006,1.3309
1/12/2006,1.3244
30/11/2006,1.32
29/11/2006,1.3157
28/11/2006,1.3147
27/11/2006,1.3114
24/11/2006,1.3078
23/11/2006,1.2953
22/11/2006,1.2886
21/11/2006,1.2814
20/11/2006,1.2841
17/11/2006,1.2774
16/11/2006,1.2804
15/11/2006,1.2792
14/11/2006,1.2824
13/11/2006,1.283
10/11/2006,1.2864
9/11/2006,1.2796
8/11/2006,1.2776
7/11/2006,1.2755
6/11/2006,1.2702
3/11/2006,1.276
2/11/2006,1.2767
1/11/2006,1.2757
31/10/2006,1.2696
30/10/2006,1.2717
27/10/2006,1.2683
26/10/2006,1.2653
25/10/2006,1.258
24/10/2006,1.2541
23/10/2006,1.2556
20/10/2006,1.2618
19/10/2006,1.2561
18/10/2006,1.2543
17/10/2006,1.2524
16/10/2006,1.2515
13/10/2006,1.255
12/10/2006,1.2531
11/10/2006,1.2543
10/10/2006,1.2538
9/10/2006,1.2603
6/10/2006,1.2664
5/10/2006,1.2721
4/10/2006,1.2684
3/10/2006,1.2737
2/10/2006,1.2685
29/9/2006,1.266
28/9/2006,1.2713
27/9/2006,1.2684
26/9/2006,1.2695
25/9/2006,1.2768
22/9/2006,1.2817
21/9/2006,1.2731
20/9/2006,1.2676
19/9/2006,1.2654
18/9/2006,1.2665
15/9/2006,1.2675
14/9/2006,1.2723
13/9/2006,1.2677
12/9/2006,1.2709
11/9/2006,1.2713
8/9/2006,1.2713
7/9/2006,1.2731
6/9/2006,1.2793
5/9/2006,1.281
4/9/2006,1.2852
1/9/2006,1.2817
31/8/2006,1.2851
30/8/2006,1.2818
29/8/2006,1.2808
28/8/2006,1.28
25/8/2006,1.2762
24/8/2006,1.2831
23/8/2006,1.2812
22/8/2006,1.2812
21/8/2006,1.2919
18/8/2006,1.2802
17/8/2006,1.2879
16/8/2006,1.2793
15/8/2006,1.2725
14/8/2006,1.2718
11/8/2006,1.2775
10/8/2006,1.2857
9/8/2006,1.2879
8/8/2006,1.2839
7/8/2006,1.285
4/8/2006,1.2792
3/8/2006,1.2781
2/8/2006,1.2798
1/8/2006,1.2759
31/7/2006,1.2767
28/7/2006,1.2664
27/7/2006,1.2737
26/7/2006,1.2587
25/7/2006,1.2636
24/7/2006,1.2633
21/7/2006,1.268
20/7/2006,1.2643
19/7/2006,1.2482
18/7/2006,1.2531
17/7/2006,1.2541
14/7/2006,1.2666
13/7/2006,1.2692
12/7/2006,1.2722
11/7/2006,1.2736
10/7/2006,1.2752
7/7/2006,1.2778
6/7/2006,1.2735
5/7/2006,1.2794
4/7/2006,1.2791
3/7/2006,1.279
30/6/2006,1.2713
29/6/2006,1.2529
28/6/2006,1.257
27/6/2006,1.2567
26/6/2006,1.2561
23/6/2006,1.2502
22/6/2006,1.2582
21/6/2006,1.2632
20/6/2006,1.2546
19/6/2006,1.2591
16/6/2006,1.2651
15/6/2006,1.261
14/6/2006,1.2563
13/6/2006,1.2571
12/6/2006,1.2572
9/6/2006,1.2659
8/6/2006,1.2735
7/6/2006,1.2789
6/6/2006,1.2847
5/6/2006,1.2958
2/6/2006,1.2815
1/6/2006,1.2736
31/5/2006,1.2868
30/5/2006,1.2839
29/5/2006,1.2758
26/5/2006,1.2797
25/5/2006,1.2755
24/5/2006,1.2851
23/5/2006,1.2841
22/5/2006,1.2753
19/5/2006,1.2767
18/5/2006,1.277
17/5/2006,1.2882
16/5/2006,1.2817
15/5/2006,1.2826
12/5/2006,1.2914
11/5/2006,1.2716
10/5/2006,1.2779
9/5/2006,1.2697
8/5/2006,1.2756
5/5/2006,1.2688
4/5/2006,1.2592
3/5/2006,1.2622
2/5/2006,1.2643
1/5/2006,-
28/4/2006,1.2537
27/4/2006,1.2414
26/4/2006,1.2425
25/4/2006,1.2425
24/4/2006,1.2365
21/4/2006,1.2315
20/4/2006,1.2346
19/4/2006,1.2346
18/4/2006,1.2252
17/4/2006,-
14/4/2006,-
13/4/2006,1.2094
12/4/2006,1.2125
11/4/2006,1.2105
10/4/2006,1.2099
7/4/2006,1.2179
6/4/2006,1.2312
5/4/2006,1.2262
4/4/2006,1.2217
3/4/2006,1.2063
31/3/2006,1.2104
30/3/2006,1.2096
29/3/2006,1.2012
28/3/2006,1.2084
27/3/2006,1.2025
24/3/2006,1.1969
23/3/2006,1.2055
22/3/2006,1.2069
21/3/2006,1.2144
20/3/2006,1.2174
17/3/2006,1.2185
16/3/2006,1.2069
15/3/2006,1.2026
14/3/2006,1.1948
13/3/2006,1.1922
10/3/2006,1.1919
9/3/2006,1.192
8/3/2006,1.1914
7/3/2006,1.1913
6/3/2006,1.2017
3/3/2006,1.202
2/3/2006,1.1921
1/3/2006,1.1954
28/2/2006,1.1875
27/2/2006,1.1852
24/2/2006,1.1896
23/2/2006,1.1957
22/2/2006,1.1875
21/2/2006,1.1906
20/2/2006,1.1932
17/2/2006,1.1863
16/2/2006,1.1858
15/2/2006,1.1904
14/2/2006,1.1898
13/2/2006,1.1888
10/2/2006,1.197
9/2/2006,1.1972
8/2/2006,1.1948
7/2/2006,1.1973
6/2/2006,1.1981
3/2/2006,1.2061
2/2/2006,1.2066
1/2/2006,1.2092
31/1/2006,1.2118
30/1/2006,1.2082
27/1/2006,1.2172
26/1/2006,1.2254
25/1/2006,1.2294
24/1/2006,1.2272
23/1/2006,1.2277
20/1/2006,1.2068
19/1/2006,1.2073
18/1/2006,1.2125
17/1/2006,1.2075
16/1/2006,1.2112
13/1/2006,1.2039
12/1/2006,1.2113
11/1/2006,1.2088
10/1/2006,1.2064
9/1/2006,1.2078
6/1/2006,1.2093
5/1/2006,1.2088
4/1/2006,1.2083
3/1/2006,1.1875
2/1/2006,1.1826
30/12/2005,1.1797
29/12/2005,1.1825
28/12/2005,1.1916
27/12/2005,1.1852
26/12/2005,-
23/12/2005,1.1859
22/12/2005,1.1822
21/12/2005,1.1872
20/12/2005,1.1955
19/12/2005,1.1977
16/12/2005,1.1983
15/12/2005,1.1999
14/12/2005,1.202
13/12/2005,1.1925
12/12/2005,1.1925
9/12/2005,1.1785
8/12/2005,1.1764
7/12/2005,1.171
6/12/2005,1.1783
5/12/2005,1.1767
2/12/2005,1.1697
1/12/2005,1.1745
30/11/2005,1.1769
29/11/2005,1.1793
28/11/2005,1.1726
25/11/2005,1.1763
24/11/2005,1.1783
23/11/2005,1.1776
22/11/2005,1.1701
21/11/2005,1.1811
18/11/2005,1.1679
17/11/2005,1.1692
16/11/2005,1.1677
15/11/2005,1.1667
14/11/2005,1.1713
11/11/2005,1.1697
10/11/2005,1.1762
9/11/2005,1.1738
8/11/2005,1.1741
7/11/2005,1.1824
4/11/2005,1.1933
3/11/2005,1.2041
2/11/2005,1.1992
1/11/2005,1.2008
31/10/2005,1.2023
28/10/2005,1.2138
27/10/2005,1.213
26/10/2005,1.2059
25/10/2005,1.2017
24/10/2005,1.1944
21/10/2005,1.2012
20/10/2005,1.1953
19/10/2005,1.195
18/10/2005,1.1937
17/10/2005,1.2022
14/10/2005,1.1999
13/10/2005,1.198
12/10/2005,1.2008
11/10/2005,1.2022
10/10/2005,1.2088
7/10/2005,1.2144
6/10/2005,1.2061
5/10/2005,1.1947
4/10/2005,1.1938
3/10/2005,1.1933
30/9/2005,1.2042
29/9/2005,1.2063
28/9/2005,1.2037
27/9/2005,1.2005
26/9/2005,1.2031
23/9/2005,1.2118
22/9/2005,1.2224
21/9/2005,1.2225
20/9/2005,1.2154
19/9/2005,1.2139
16/9/2005,1.2243
15/9/2005,1.2223
14/9/2005,1.2314
13/9/2005,1.2276
12/9/2005,1.2313
9/9/2005,1.2415
8/9/2005,1.2418
7/9/2005,1.2451
6/9/2005,1.2483
5/9/2005,1.2538
2/9/2005,1.2541
1/9/2005,1.2388
31/8/2005,1.2198
30/8/2005,1.2181
29/8/2005,1.2289
26/8/2005,1.2307
25/8/2005,1.2272
24/8/2005,1.2211
23/8/2005,1.2233
22/8/2005,1.2231
19/8/2005,1.2183
18/8/2005,1.2213
17/8/2005,1.2296
16/8/2005,1.2313
15/8/2005,1.2374
12/8/2005,1.2457
11/8/2005,1.2405
10/8/2005,1.2377
9/8/2005,1.2367
8/8/2005,1.237
5/8/2005,1.2386
4/8/2005,1.2319
3/8/2005,1.2308
2/8/2005,1.2217
1/8/2005,1.2219
29/7/2005,1.2093
28/7/2005,1.21
27/7/2005,1.199
26/7/2005,1.1987
25/7/2005,1.2065
22/7/2005,1.2143
21/7/2005,1.2187
20/7/2005,1.2063
19/7/2005,1.1965
18/7/2005,1.2054
15/7/2005,1.2073
14/7/2005,1.2067
13/7/2005,1.2184
12/7/2005,1.2166
11/7/2005,1.2006
8/7/2005,1.1904
7/7/2005,1.1957
6/7/2005,1.1913
5/7/2005,1.1883
4/7/2005,1.1894
1/7/2005,1.2087
30/6/2005,1.2092
29/6/2005,1.2054
28/6/2005,1.2095
27/6/2005,1.2164
24/6/2005,1.2082
23/6/2005,1.2066
22/6/2005,1.2111
21/6/2005,1.2092
20/6/2005,1.221
17/6/2005,1.2177
16/6/2005,1.2115
15/6/2005,1.2069
14/6/2005,1.211
13/6/2005,1.2062
10/6/2005,1.2229
9/6/2005,1.2239
8/6/2005,1.2324
7/6/2005,1.2285
6/6/2005,1.2272
3/6/2005,1.2289
2/6/2005,1.2263
1/6/2005,1.2228
31/5/2005,1.2331
30/5/2005,1.2472
27/5/2005,1.2551
26/5/2005,1.2523
25/5/2005,1.2564
24/5/2005,1.2617
23/5/2005,1.2548
20/5/2005,1.2607
19/5/2005,1.2642
18/5/2005,1.2621
17/5/2005,1.2636
16/5/2005,1.2616
13/5/2005,1.2635
12/5/2005,1.2771
11/5/2005,1.2882
10/5/2005,1.2854
9/5/2005,1.2824
6/5/2005,1.2947
5/5/2005,1.2954
4/5/2005,1.2953
3/5/2005,1.2856
2/5/2005,1.2863
29/4/2005,1.2957
28/4/2005,1.2905
27/4/2005,1.292
26/4/2005,1.2981
25/4/2005,1.2966
22/4/2005,1.3077
21/4/2005,1.3058
20/4/2005,1.3049
19/4/2005,1.2996
18/4/2005,1.2967
15/4/2005,1.2868
14/4/2005,1.282
13/4/2005,1.2922
12/4/2005,1.2985
11/4/2005,1.2971
8/4/2005,1.2819
7/4/2005,1.2923
6/4/2005,1.286
5/4/2005,1.281
4/4/2005,1.2883
1/4/2005,1.2959
31/3/2005,1.2964
30/3/2005,1.2943
29/3/2005,1.2926
28/3/2005,-
25/3/2005,-
24/3/2005,1.2982
23/3/2005,1.305
22/3/2005,1.3175
21/3/2005,1.3199
18/3/2005,1.3279
17/3/2005,1.3378
16/3/2005,1.3373
15/3/2005,1.3383
14/3/2005,1.3372
11/3/2005,1.3416
10/3/2005,1.3409
9/3/2005,1.3346
8/3/2005,1.3246
7/3/2005,1.3197
4/3/2005,1.3115
3/3/2005,1.3144
2/3/2005,1.3101
1/3/2005,1.3216
28/2/2005,1.3257
25/2/2005,1.3165
24/2/2005,1.326
23/2/2005,1.3203
22/2/2005,1.3193
21/2/2005,1.3055
18/2/2005,1.3039
17/2/2005,1.3041
16/2/2005,1.304
15/2/2005,1.3016
14/2/2005,1.2967
11/2/2005,1.2855
10/2/2005,1.2777
9/2/2005,1.2762
8/2/2005,1.2764
7/2/2005,1.2844
4/2/2005,1.2958
3/2/2005,1.3001
2/2/2005,1.3061
1/2/2005,1.3027
31/1/2005,1.3035
28/1/2005,1.3035
27/1/2005,1.3026
26/1/2005,1.3005
25/1/2005,1.3025
24/1/2005,1.3065
21/1/2005,1.2963
20/1/2005,1.2936
19/1/2005,1.3083
18/1/2005,1.306
17/1/2005,1.3085
14/1/2005,1.3091
13/1/2005,1.3232
12/1/2005,1.3139
11/1/2005,1.3143
10/1/2005,1.3103
7/1/2005,1.32
6/1/2005,1.3183
5/1/2005,1.3224
4/1/2005,1.3365
3/1/2005,1.3507
31/12/2004,1.3621
30/12/2004,1.3604
29/12/2004,1.3608
28/12/2004,1.3633
27/12/2004,1.3527
24/12/2004,1.3542
23/12/2004,1.3456
22/12/2004,1.3384
21/12/2004,1.3394
20/12/2004,1.3378
17/12/2004,1.3264
16/12/2004,1.3401
15/12/2004,1.3383
14/12/2004,1.3317
13/12/2004,1.3268
10/12/2004,1.3191
9/12/2004,1.3305
8/12/2004,1.33
7/12/2004,1.3456
6/12/2004,1.3435
3/12/2004,1.33
2/12/2004,1.3314
1/12/2004,1.3294
30/11/2004,1.3295
29/11/2004,1.3247
26/11/2004,1.3238
25/11/2004,1.3213
24/11/2004,1.3146
23/11/2004,1.3089
22/11/2004,1.3033
19/11/2004,1.302
18/11/2004,1.3024
17/11/2004,1.3026
16/11/2004,1.2971
15/11/2004,1.2955
12/11/2004,1.2921
11/11/2004,1.289
10/11/2004,1.2977
9/11/2004,1.2911
8/11/2004,1.2917
5/11/2004,1.2856
4/11/2004,1.2874
3/11/2004,1.2754
2/11/2004,1.2705
1/11/2004,1.2748
29/10/2004,1.2737
28/10/2004,1.2711
27/10/2004,1.2792
26/10/2004,1.2784
25/10/2004,1.2792
22/10/2004,1.2606
21/10/2004,1.2606
20/10/2004,1.259
19/10/2004,1.2509
18/10/2004,1.2474
15/10/2004,1.2414
14/10/2004,1.2377
13/10/2004,1.2267
12/10/2004,1.2312
11/10/2004,1.2392
8/10/2004,1.2315
7/10/2004,1.2301
6/10/2004,1.2282
5/10/2004,1.2304
4/10/2004,1.2305
1/10/2004,1.2413
30/9/2004,1.2409
29/9/2004,1.2323
28/9/2004,1.2335
27/9/2004,1.2254
24/9/2004,1.2309
23/9/2004,1.2315
22/9/2004,1.2245
21/9/2004,1.2276
20/9/2004,1.2132
17/9/2004,1.2211
16/9/2004,1.2158
15/9/2004,1.2238
14/9/2004,1.2237
13/9/2004,1.2236
10/9/2004,1.2219
9/9/2004,1.2191
8/9/2004,1.2039
7/9/2004,1.2079
6/9/2004,1.2071
3/9/2004,1.2175
2/9/2004,1.2172
1/9/2004,1.2168
31/8/2004,1.2111
30/8/2004,1.2047
27/8/2004,1.2085
26/8/2004,1.21
25/8/2004,1.2081
24/8/2004,1.2139
23/8/2004,1.225
20/8/2004,1.2293
19/8/2004,1.2359
18/8/2004,1.2331
17/8/2004,1.2338
16/8/2004,1.2337
13/8/2004,1.2219
12/8/2004,1.2256
11/8/2004,1.2233
10/8/2004,1.2279
9/8/2004,1.2247
6/8/2004,1.2064
5/8/2004,1.2042
4/8/2004,1.1983
3/8/2004,1.2022
2/8/2004,1.2055
30/7/2004,1.2039
29/7/2004,1.2026
28/7/2004,1.2034
27/7/2004,1.2168
26/7/2004,1.2163
23/7/2004,1.2191
22/7/2004,1.2268
21/7/2004,1.2296
20/7/2004,1.2385
19/7/2004,1.2412
16/7/2004,1.2353
15/7/2004,1.2374
14/7/2004,1.2381
13/7/2004,1.2372
12/7/2004,1.2397
9/7/2004,1.2372
8/7/2004,1.2348
7/7/2004,1.2357
6/7/2004,1.2309
5/7/2004,1.2288
2/7/2004,1.2148
1/7/2004,1.2168
30/6/2004,1.2155
29/6/2004,1.2169
28/6/2004,1.2208
25/6/2004,1.2138
24/6/2004,1.2122
23/6/2004,1.2087
22/6/2004,1.2091
21/6/2004,1.2112
18/6/2004,1.2042
17/6/2004,1.2045
16/6/2004,1.2058
15/6/2004,1.2051
14/6/2004,1.2001
11/6/2004,1.2006
10/6/2004,1.2052
9/6/2004,1.2157
8/6/2004,1.2294
7/6/2004,1.2319
4/6/2004,1.2203
3/6/2004,1.2226
2/6/2004,1.2276
1/6/2004,1.2231
31/5/2004,1.2198
28/5/2004,1.2246
27/5/2004,1.2165
26/5/2004,1.2106
25/5/2004,1.2063
24/5/2004,1.1968
21/5/2004,1.2031
20/5/2004,1.1922
19/5/2004,1.1989
18/5/2004,1.1983
17/5/2004,1.2023
14/5/2004,1.1802
13/5/2004,1.1823
12/5/2004,1.1857
11/5/2004,1.1804
10/5/2004,1.1843
7/5/2004,1.2073
6/5/2004,1.2116
5/5/2004,1.2126
4/5/2004,1.2061
3/5/2004,1.1953
30/4/2004,1.1947
29/4/2004,1.1826
28/4/2004,1.1907
27/4/2004,1.1887
26/4/2004,1.1851
23/4/2004,1.1885
22/4/2004,1.1873
21/4/2004,1.1836
20/4/2004,1.1926
19/4/2004,1.2044
16/4/2004,1.1932
15/4/2004,1.1912
14/4/2004,1.1924
13/4/2004,1.1975
12/4/2004,-
9/4/2004,-
8/4/2004,1.2096
7/4/2004,1.2101
6/4/2004,1.209
5/4/2004,1.2058
2/4/2004,1.2318
1/4/2004,1.232
31/3/2004,1.2224
30/3/2004,1.2187
29/3/2004,1.2118
26/3/2004,1.2173
25/3/2004,1.2132
24/3/2004,1.2196
23/3/2004,1.2276
22/3/2004,1.2353
19/3/2004,1.2344
18/3/2004,1.2261
17/3/2004,1.2251
16/3/2004,1.235
15/3/2004,1.2278
12/3/2004,1.2235
11/3/2004,1.2256
10/3/2004,1.2299
9/3/2004,1.2361
8/3/2004,1.2356
5/3/2004,1.2192
4/3/2004,1.2147
3/3/2004,1.2143
2/3/2004,1.2402
1/3/2004,1.2484
27/2/2004,1.2418
26/2/2004,1.2444
25/2/2004,1.2629
24/2/2004,1.2595
23/2/2004,1.2576
20/2/2004,1.2663
19/2/2004,1.2724
18/2/2004,1.2824
17/2/2004,1.2858
16/2/2004,1.2741
13/2/2004,1.2816
12/2/2004,1.2802
11/2/2004,1.268
10/2/2004,1.2764
9/2/2004,1.2713
6/2/2004,1.2529
5/2/2004,1.2583
4/2/2004,1.2524
3/2/2004,1.2585
2/2/2004,1.2461
30/1/2004,1.2384
29/1/2004,1.2468
28/1/2004,1.2563
27/1/2004,1.2517
26/1/2004,1.2575
23/1/2004,1.2692
22/1/2004,1.271
21/1/2004,1.2607
20/1/2004,1.2536
19/1/2004,1.2373
16/1/2004,1.2493
15/1/2004,1.2635
14/1/2004,1.2692
13/1/2004,1.2749
12/1/2004,1.2828
9/1/2004,1.2737
8/1/2004,1.2634
7/1/2004,1.2679
6/1/2004,1.2756
5/1/2004,1.2657
2/1/2004,1.2592
1/1/2004,-
31/12/2003,1.263
30/12/2003,1.2496
29/12/2003,1.2499
26/12/2003,-
25/12/2003,-
24/12/2003,1.2407
23/12/2003,1.2392
22/12/2003,1.2434
19/12/2003,1.2418
18/12/2003,1.2403
17/12/2003,1.2337
16/12/2003,1.2339
15/12/2003,1.223
12/12/2003,1.2254
11/12/2003,1.2187
10/12/2003,1.2239
9/12/2003,1.2258
8/12/2003,1.2218
5/12/2003,1.2087
4/12/2003,1.2074
3/12/2003,1.2102
2/12/2003,1.1975
1/12/2003,1.2019
28/11/2003,1.1994
27/11/2003,1.1902
26/11/2003,1.1828
25/11/2003,1.1766
24/11/2003,1.1823
21/11/2003,1.1899
20/11/2003,1.1909
19/11/2003,1.191
18/11/2003,1.1778
17/11/2003,1.1802
14/11/2003,1.1765
13/11/2003,1.168
12/11/2003,1.16
11/11/2003,1.1497
10/11/2003,1.1483
7/11/2003,1.1424
6/11/2003,1.1449
5/11/2003,1.1473
4/11/2003,1.1468
3/11/2003,1.1589
31/10/2003,1.1622
30/10/2003,1.1736
29/10/2003,1.1684
28/10/2003,1.1673
27/10/2003,1.1748
24/10/2003,1.1781
23/10/2003,1.1786
22/10/2003,1.1694
21/10/2003,1.1623
20/10/2003,1.1629
17/10/2003,1.1579
16/10/2003,1.1615
15/10/2003,1.1669
14/10/2003,1.1634
13/10/2003,1.1688
10/10/2003,1.1788
9/10/2003,1.1788
8/10/2003,1.1781
7/10/2003,1.1768
6/10/2003,1.1579
3/10/2003,1.1686
2/10/2003,1.1692
1/10/2003,1.1671
30/9/2003,1.1652
29/9/2003,1.1413
26/9/2003,1.1487
25/9/2003,1.1493
24/9/2003,1.1466
23/9/2003,1.1464
22/9/2003,1.1468
19/9/2003,1.1312
18/9/2003,1.129
17/9/2003,1.1212
16/9/2003,1.1235
15/9/2003,1.1281
12/9/2003,1.1172
11/9/2003,1.1217
10/9/2003,1.1172
9/9/2003,1.1135
8/9/2003,1.1071
5/9/2003,1.0923
4/9/2003,1.0818
3/9/2003,1.0783
2/9/2003,1.0849
1/9/2003,1.0965
29/8/2003,1.0927
28/8/2003,1.0828
27/8/2003,1.0907
26/8/2003,1.0816
25/8/2003,1.0888
22/8/2003,1.0894
21/8/2003,1.1009
20/8/2003,1.1109
19/8/2003,1.1065
18/8/2003,1.1188
15/8/2003,1.1247
14/8/2003,1.127
13/8/2003,1.1277
12/8/2003,1.1312
11/8/2003,1.1295
8/8/2003,1.1326
7/8/2003,1.1353
6/8/2003,1.1392
5/8/2003,1.1333
4/8/2003,1.1307
1/8/2003,1.1169
31/7/2003,1.1318
30/7/2003,1.142
29/7/2003,1.1462
28/7/2003,1.1489
25/7/2003,1.1477
24/7/2003,1.1467
23/7/2003,1.1401
22/7/2003,1.1343
21/7/2003,1.1284
18/7/2003,1.1205
17/7/2003,1.1231
16/7/2003,1.1138
15/7/2003,1.1319
14/7/2003,1.1299
11/7/2003,1.1315
10/7/2003,1.1342
9/7/2003,1.1355
8/7/2003,1.1326
7/7/2003,1.136
4/7/2003,1.1466
3/7/2003,1.1457
2/7/2003,1.1535
1/7/2003,1.1543
30/6/2003,1.1427
27/6/2003,1.1413
26/6/2003,1.1432
25/6/2003,1.1551
24/6/2003,1.1565
23/6/2003,1.1539
20/6/2003,1.1655
19/6/2003,1.1655
18/6/2003,1.1699
17/6/2003,1.1797
16/6/2003,1.1854
13/6/2003,1.1751
12/6/2003,1.1734
11/6/2003,1.1748
10/6/2003,1.1699
9/6/2003,1.1726
6/6/2003,1.1813
5/6/2003,1.1775
4/6/2003,1.1691
3/6/2003,1.1723
2/6/2003,1.1672
30/5/2003,1.1822
29/5/2003,1.1756
28/5/2003,1.1738
27/5/2003,1.1901
26/5/2003,1.1813
23/5/2003,1.179
22/5/2003,1.172
21/5/2003,1.1689
20/5/2003,1.1644
19/5/2003,1.1652
16/5/2003,1.1492
15/5/2003,1.1458
14/5/2003,1.1499
13/5/2003,1.1518
12/5/2003,1.1597
9/5/2003,1.1466
8/5/2003,1.1435
7/5/2003,1.1427
6/5/2003,1.1344
5/5/2003,1.1218
2/5/2003,1.1239
1/5/2003,-
30/4/2003,1.1131
29/4/2003,1.0956
28/4/2003,1.1025
25/4/2003,1.0973
24/4/2003,1.1008
23/4/2003,1.0944
22/4/2003,1.0971
21/4/2003,-
18/4/2003,-
17/4/2003,1.092
16/4/2003,1.0836
15/4/2003,1.0784
14/4/2003,1.0737
11/4/2003,1.0735
10/4/2003,1.0805
9/4/2003,1.0742
8/4/2003,1.066
7/4/2003,1.0582
4/4/2003,1.072
3/4/2003,1.0702
2/4/2003,1.083
1/4/2003,1.0891
31/3/2003,1.0895
28/3/2003,1.073
27/3/2003,1.0723
26/3/2003,1.0667
25/3/2003,1.0691
24/3/2003,1.0634
21/3/2003,1.0572
20/3/2003,1.0592
19/3/2003,1.057
18/3/2003,1.0586
17/3/2003,1.0801
14/3/2003,1.0775
13/3/2003,1.0864
12/3/2003,1.1028
11/3/2003,1.108
10/3/2003,1.1042
7/3/2003,1.1039
6/3/2003,1.0963
5/3/2003,1.0966
4/3/2003,1.0919
3/3/2003,1.08
28/2/2003,1.0782
27/2/2003,1.0822
26/2/2003,1.0753
25/2/2003,1.0774
24/2/2003,1.0721
21/2/2003,1.0838
20/2/2003,1.0763
19/2/2003,1.0717
18/2/2003,1.0714
17/2/2003,1.0716
14/2/2003,1.0793
13/2/2003,1.0758
12/2/2003,1.0731
11/2/2003,1.0706
10/2/2003,1.0808
7/2/2003,1.0789
6/2/2003,1.0813
5/2/2003,1.091
4/2/2003,1.0822
3/2/2003,1.0729
31/1/2003,1.0816
30/1/2003,1.0748
29/1/2003,1.0868
28/1/2003,1.0808
27/1/2003,1.087
24/1/2003,1.0784
23/1/2003,1.0757
22/1/2003,1.0718
21/1/2003,1.0653
20/1/2003,1.0653
17/1/2003,1.0652
16/1/2003,1.0564
15/1/2003,1.0526
14/1/2003,1.0577
13/1/2003,1.0549
10/1/2003,1.0503
9/1/2003,1.0507
8/1/2003,1.0377
7/1/2003,1.0425
6/1/2003,1.0488
3/1/2003,1.0392
2/1/2003,1.0446
1/1/2003,-
31/12/2002,1.0487
30/12/2002,1.0422
27/12/2002,1.0376
26/12/2002,-
25/12/2002,-
24/12/2002,1.0296
23/12/2002,1.0282
20/12/2002,1.0255
19/12/2002,1.0273
18/12/2002,1.024
17/12/2002,1.0307
16/12/2002,1.0212
13/12/2002,1.0221
12/12/2002,1.0156
11/12/2002,1.0067
10/12/2002,1.0111
9/12/2002,1.0093
6/12/2002,1.0006
5/12/2002,0.9991
4/12/2002,1.0018
3/12/2002,0.9967
2/12/2002,0.9871
29/11/2002,0.9927
28/11/2002,0.9934
27/11/2002,0.9927
26/11/2002,0.991
25/11/2002,0.9905
22/11/2002,1.0024
21/11/2002,1.0034
20/11/2002,1.0019
19/11/2002,1.0125
18/11/2002,1.0065
15/11/2002,1.0029
14/11/2002,1.0095
13/11/2002,1.0068
12/11/2002,1.0081
11/11/2002,1.0126
8/11/2002,1.0107
7/11/2002,1.0013
6/11/2002,0.9955
5/11/2002,1.0024
4/11/2002,0.9944
1/11/2002,0.9974
31/10/2002,0.9864
30/10/2002,0.9825
29/10/2002,0.982
28/10/2002,0.9745
25/10/2002,0.9763
24/10/2002,0.9738
23/10/2002,0.9775
22/10/2002,0.9768
21/10/2002,0.9748
18/10/2002,0.9735
17/10/2002,0.9763
16/10/2002,0.9823
15/10/2002,0.981
14/10/2002,0.9873
11/10/2002,0.9857
10/10/2002,0.9875
9/10/2002,0.9814
8/10/2002,0.98
7/10/2002,0.9808
4/10/2002,0.9865
3/10/2002,0.989
2/10/2002,0.9835
1/10/2002,0.9861
30/9/2002,0.986
27/9/2002,0.9779
26/9/2002,0.9796
25/9/2002,0.9771
24/9/2002,0.9828
23/9/2002,0.9831
20/9/2002,0.979
19/9/2002,0.9814
18/9/2002,0.9725
17/9/2002,0.9649
16/9/2002,0.9683
13/9/2002,0.981
12/9/2002,0.9757
11/9/2002,0.9749
10/9/2002,0.976
9/9/2002,0.9794
6/9/2002,0.9918
5/9/2002,0.9975
4/9/2002,0.9947
3/9/2002,0.991
2/9/2002,0.9821
30/8/2002,0.9833
29/8/2002,0.9843
28/8/2002,0.9826
27/8/2002,0.9774
26/8/2002,0.9701
23/8/2002,0.9697
22/8/2002,0.977
21/8/2002,0.9762
20/8/2002,0.9792
19/8/2002,0.9799
16/8/2002,0.9825
15/8/2002,0.9777
14/8/2002,0.9857
13/8/2002,0.9799
12/8/2002,0.978
9/8/2002,0.9729
